time,mx,my,mz,mvx,mvy,mvz,tx,ty,tz,tvx,tvy,tvz
2.7,11760.039426581137,10749.93356183425,1250.0664381657466,-431.40988816275313,-476.3850902344661,476.3850902344662,2025.0000000000002,0.0,12000.0,750.0000000000023,0.0,0.0
2.8000000000000003,11717.134941884256,10702.188377821121,1297.811622178876,-429.04484696880513,-477.4518401312924,477.45184013129256,2100.0,0.0,12000.0,749.9999999999977,0.0,0.0
2.9000000000000004,11674.469616792074,10654.336157210275,1345.663842789723,-426.6532509218275,-478.5222061084711,478.52220610847115,2175.0000000000005,0.0,12000.0,750.0000000000045,0.0,0.0
3.0,11632.046145661492,10606.376543485638,1393.6234565143598,-424.2347113058162,-479.59613724636625,479.59613724636637,2250.0,0.0,12000.0,749.9999999999955,0.0,0.0
3.1,11589.867262346428,10558.309185526758,1441.6908144732395,-421.78883315064894,-480.67357958879643,480.6735795887965,2325.0,0.0,12000.0,750.0,0.0,0.0
3.2,11547.935740831577,10510.133737924012,1489.8662620759847,-419.3152151484993,-481.754476027451,481.7544760274512,2400.0,0.0,12000.0,750.0,0.0,0.0
3.3000000000000003,11506.2543958745,10461.849861305782,1538.150138694215,-416.81344957078954,-482.83876618230374,482.8387661823039,2475.0,0.0,12000.0,750.0,0.0,0.0
3.4000000000000004,11464.826083655917,10413.457222677993,1586.5427773220047,-414.283122185822,-483.9263862778961,483.92638627789626,2550.0000000000005,0.0,12000.0,750.0000000000045,0.0,0.0
3.5,11423.653702438192,10364.955495776456,1635.044504223541,-411.7238121772372,-485.01726901536347,485.0172690153635,2625.0,0.0,12000.0,749.9999999999955,0.0,0.0
3.6,11382.740193231846,10316.344361432448,1683.6556385675483,-409.1350920634618,-486.11134344007166,486.1113434400718,2700.0,0.0,12000.0,750.0,0.0,0.0
3.7,11342.088540470015,10267.623507951974,1732.3764920480216,-406.51652761831406,-487.20853480473244,487.2085348047326,2775.0,0.0,12000.0,750.0,0.0,0.0
3.8000000000000003,11301.70177269072,10218.792631509188,1781.2073684908078,-403.86767779295354,-488.3087644278602,488.30876442786047,2850.0,0.0,12000.0,750.0,0.0,0.0
3.9000000000000004,11261.582963226783,10169.851436554445,1830.1485634455507,-401.1880946393679,-489.4119495474306,489.41194954743077,2925.0000000000005,0.0,12000.0,750.0000000000045,0.0,0.0
4.0,11221.735230903223,10120.799636237485,1879.200363762511,-398.4773232356062,-490.51800316960134,490.5180031696015,3000.0,0.0,12000.0,749.9999999999955,0.0,0.0
4.1000000000000005,11182.161740741925,10071.636952846251,1928.363047153746,-395.7349016129825,-491.62683391235015,491.6268339123503,3075.0000000000005,0.0,12000.0,750.0000000000045,0.0,0.0
4.2,11142.865704673377,10022.363118261863,1977.6368817381344,-392.96036068548375,-492.73834584388413,492.7383458438843,3150.0,0.0,12000.0,749.9999999999955,0.0,0.0
4.3,11103.850382255214,9972.977874430295,2027.0221255697018,-390.1532241816376,-493.8524383156737,493.85243831567385,3225.0,0.0,12000.0,750.0,0.0,0.0
4.4,11065.119081397303,9923.4809738513,2076.519026148698,-387.313008579106,-494.9690057899591,494.9690057899593,3300.0000000000005,0.0,12000.0,750.0000000000045,0.0,0.0
4.5,11026.675159093073,9873.872180085142,2126.127819914856,-384.4392230422911,-496.08793766158,496.0879376615802,3375.0,0.0,12000.0,749.9999999999955,0.0,0.0
4.6000000000000005,10988.522022156747,9824.151268277745,2175.8487317222534,-381.53136936325706,-497.20911807397397,497.209118073974,3450.0000000000005,0.0,12000.0,750.0000000000045,0.0,0.0
4.7,10950.663127966118,9774.318025704826,2225.6819742951725,-378.588941906289,-498.3324257291896,498.33242572918965,3525.0,0.0,12000.0,749.9999999999955,0.0,0.0
4.800000000000001,10913.101985210475,9724.37225233565,2275.6277476643486,-375.6114275564312,-499.4577336917609,499.457733691761,3600.0000000000005,0.0,12000.0,750.0000000000045,0.0,0.0
4.9,10875.842154643238,9674.313761417021,2325.6862385829772,-372.59830567236764,-500.5849091862842,500.58490918628434,3675.0000000000005,0.0,12000.0,750.0,0.0,0.0
5.0,10838.887249838835,9624.142380078167,2375.857619921832,-369.5490480440287,-501.7138133885452,501.7138133885453,3750.0,0.0,12000.0,749.9999999999955,0.0,0.0
5.1000000000000005,10802.240937953302,9573.857949957162,2426.1420500428358,-366.4631188553304,-502.8443012100385,502.84430121003857,3825.0000000000005,0.0,12000.0,750.0000000000045,0.0,0.0
5.2,10765.906940488054,9523.46032784959,2476.5396721504085,-363.33997465247916,-503.97622107572477,503.9762210757249,3900.0,0.0,12000.0,749.9999999999955,0.0,0.0
5.300000000000001,10729.889034056225,9472.949386380104,2527.050613619896,-360.1790643182961,-505.1094146948741,505.1094146948742,3975.0000000000005,0.0,12000.0,750.0000000000045,0.0,0.0
5.4,10694.19105115092,9422.325014697619,2577.6749853023803,-356.9798290530451,-506.24371682484065,506.24371682484065,4050.0000000000005,0.0,12000.0,750.0,0.0,0.0
5.5,10658.816880914692,9371.587119194857,2628.4128808051423,-353.74170236227184,-507.3789550276212,507.37895502762126,4125.0,0.0,12000.0,749.9999999999955,0.0,0.0
5.6000000000000005,10623.770469909472,9320.735624252951,2679.2643757470473,-350.4641100521965,-508.5149494190519,508.5149494190519,4200.0,0.0,12000.0,750.0,0.0,0.0
5.7,10589.05582288615,9269.770473011902,2730.229526988097,-347.1464702332226,-509.6515124104971,509.65151241049716,4275.0,0.0,12000.0,750.0,0.0,0.0
5.800000000000001,10554.677003552933,9218.691628167613,2781.3083718323865,-343.7881933321679,-510.78844844289694,510.788448442897,4350.000000000001,0.0,12000.0,750.0000000000091,0.0,0.0
5.9,10520.638135341549,9167.499072796309,2832.50092720369,-340.38868211384477,-511.92555371303746,511.92555371303746,4425.0,0.0,12000.0,749.9999999999909,0.0,0.0
6.0,10486.943402170284,9116.192811207116,2883.8071887928822,-336.9473317126584,-513.06261589192,513.0626158919201,4500.0,0.0,12000.0,750.0,0.0,0.0
6.1000000000000005,10453.597049202792,9064.772869823606,2935.227130176393,-333.46352967492504,-514.1994138351095,514.1994138351096,4575.0,0.0,12000.0,750.0,0.0,0.0
6.2,10420.603383601527,9013.23929809511,2986.7607019048883,-329.9366560126457,-515.3357172849526,515.3357172849526,4650.0,0.0,12000.0,750.0,0.0,0.0
6.300000000000001,10387.966775274575,8961.592169438652,3038.407830561345,-326.3660832695151,-516.4712865645658,516.471286564566,4725.000000000001,0.0,12000.0,750.0000000000091,0.0,0.0
6.4,10355.691657614578,8909.831582212302,3090.1684177876955,-322.75117659997915,-517.6058722635055,517.6058722635057,4800.0,0.0,12000.0,749.9999999999909,0.0,0.0
6.5,10323.782528228357,8857.957660720798,3142.0423392791995,-319.09129386219877,-518.7392149150418,518.7392149150419,4875.0,0.0,12000.0,750.0,0.0,0.0
6.6000000000000005,10292.243949655776,8805.9705562543,3194.029443745697,-315.3857857258197,-519.8710446649761,519.8710446649761,4950.0,0.0,12000.0,750.0,0.0,0.0
6.7,10261.080550076227,8753.870448161104,3246.1295518388924,-311.63399579549116,-521.0010809319573,521.0010809319574,5025.0,0.0,12000.0,750.0,0.0,0.0
6.800000000000001,10230.297024001115,8701.657544955178,3298.342455044819,-307.83526075112013,-522.1290320592648,522.1290320592651,5100.000000000001,0.0,12000.0,750.0000000000091,0.0,0.0
6.9,10199.898132950524,8649.332085459373,3350.6679145406247,-303.9889105058993,-523.2545949580549,523.254594958055,5175.0,0.0,12000.0,749.9999999999909,0.0,0.0
7.0,10169.888706112206,8596.894339985165,3403.1056600148327,-300.0942683831873,-524.3774547420776,524.3774547420777,5250.0,0.0,12000.0,750.0,0.0,0.0
7.1000000000000005,10140.273640980868,8544.344611549774,3455.6553884502237,-296.1506513133759,-525.4972843539075,525.4972843539076,5325.0,0.0,12000.0,750.0,0.0,0.0
7.2,10111.057903975676,8491.6832371315,3508.3167628684982,-292.15737005192466,-526.6137441827467,526.6137441827468,5400.0,0.0,12000.0,750.0,0.0,0.0
7.300000000000001,10082.246531033696,8438.91058896411,3561.0894110358877,-288.1137294197975,-527.7264816738949,527.726481673895,5475.000000000001,0.0,12000.0,750.0000000000091,0.0,0.0
7.4,10053.844628176937,8386.027075871109,3613.9729241288887,-284.0190285675853,-528.8351309300117,528.8351309300117,5550.0,0.0,12000.0,749.9999999999909,0.0,0.0
7.5,10025.857372050472,8333.033144640676,3666.9668553593215,-279.87256126465473,-529.9393123043251,529.9393123043253,5625.0,0.0,12000.0,750.0,0.0,0.0
7.6000000000000005,9998.290010429,8279.929281442077,3720.0707185579204,-275.6736162147166,-531.0386319859888,531.0386319859889,5700.0,0.0,12000.0,750.0,0.0,0.0
7.7,9971.147862689075,8226.716013284295,3773.283986715702,-271.4214773992601,-532.1326815778198,532.1326815778201,5775.0,0.0,12000.0,750.0,0.0,0.0
7.800000000000001,9944.43632024404,8173.393909517625,3826.606090482372,-267.1154244503559,-533.2210376667007,533.2210376667009,5850.000000000001,0.0,12000.0,750.0000000000091,0.0,0.0
7.9,9918.160846938601,8119.963583378927,3880.0364166210697,-262.75473305438686,-534.3032613869756,534.3032613869758,5925.0,0.0,12000.0,749.9999999999909,0.0,0.0
8.0,9892.32697939977,8066.4256935812045,3933.574306418792,-258.33867538831737,-535.378897977222,535.3788979772222,6000.0,0.0,12000.0,750.0,0.0,0.0
8.1,9866.940327340753,8012.780945948121,3987.219054051875,-253.86652059017015,-536.4474763308336,536.4474763308339,6075.0,0.0,12000.0,750.0,0.0,0.0
8.200000000000001,9842.006573814211,7959.03009509403,4040.969904905967,-249.33753526543083,-537.508508540916,537.5085085409162,6150.000000000001,0.0,12000.0,750.0000000000091,0.0,0.0
8.3,9817.531475411095,7905.173946150025,4094.826053849972,-244.75098403115624,-538.5614894400549,538.5614894400551,6225.000000000001,0.0,12000.0,750.0,0.0,0.0
8.4,9793.520862401134,7851.213356536466,4148.786643463532,-240.10613009961082,-539.605896135591,539.6058961355913,6300.0,0.0,12000.0,749.9999999999909,0.0,0.0
8.5,9769.980638810803,7797.149237782354,4202.850762217643,-235.402235903309,-540.6411875411097,540.6411875411098,6375.0,0.0,12000.0,750.0,0.0,0.0
8.6,9746.916782434464,7742.9825573918615,4257.017442608136,-230.63856376338495,-541.6668039049295,541.6668039049298,6450.0,0.0,12000.0,750.0,0.0,0.0
8.700000000000001,9724.335344774137,7688.714340758215,4311.285659241782,-225.81437660325923,-542.6821663364667,542.6821663364669,6525.000000000001,0.0,12000.0,750.0000000000091,0.0,0.0
8.8,9702.242450903177,7634.345673125072,4365.654326874926,-220.92893870961086,-543.6866763314348,543.686676331435,6600.000000000001,0.0,12000.0,750.0,0.0,0.0
8.9,9680.644299248906,7579.877701595377,4420.12229840462,-215.98151654270072,-544.6797152969417,544.6797152969418,6675.0,0.0,12000.0,749.9999999999909,0.0,0.0
9.0,9659.547161289094,7525.311637187613,4474.688362812384,-210.9713795981249,-545.6606440776463,545.6606440776466,6750.0,0.0,12000.0,750.0,0.0,0.0
9.1,9638.957381156884,7470.648756939188,4529.351243060809,-205.89780132210475,-546.6288024842465,546.6288024842468,6825.0,0.0,12000.0,750.0,0.0,0.0
9.200000000000001,9618.881375148641,7415.89040605662,4584.109593943377,-200.76006008243675,-547.5835088256841,547.5835088256842,6900.000000000001,0.0,12000.0,750.0000000000091,0.0,0.0
9.3,9599.325631128917,7361.038000111963,4638.961999888034,-195.55744019724327,-548.5240594465758,548.5240594465761,6975.000000000001,0.0,12000.0,750.0,0.0,0.0
9.4,9580.29670782655,7306.093027284813,4693.9069727151855,-190.2892330236666,-549.4497282715065,549.4497282715066,7050.0,0.0,12000.0,749.9999999999909,0.0,0.0
9.5,9561.801234015686,7251.057050649018,4748.942949350981,-184.95473810864667,-550.3597663579533,550.3597663579535,7125.0,0.0,12000.0,750.0,0.0,0.0
9.600000000000001,9543.845907575294,7195.931710503042,4804.068289496956,-179.55326440390658,-551.2534014597554,551.2534014597557,7200.000000000001,0.0,12000.0,750.0000000000091,0.0,0.0
9.700000000000001,9526.43749442057,7140.718726742723,4859.281273257275,-174.08413154724457,-552.1298376031862,552.1298376031863,7275.000000000001,0.0,12000.0,750.0,0.0,0.0
9.8,9509.582827299351,7085.41990127494,4914.580098725059,-168.54667121219137,-552.9882546778409,552.988254677841,7350.000000000001,0.0,12000.0,750.0,0.0,0.0
9.9,9493.288804446547,7030.037120470468,4969.96287952953,-162.94022852803937,-553.8278080447162,553.8278080447163,7425.0,0.0,12000.0,749.9999999999909,0.0,0.0
10.0,9477.562388089329,6974.572357654066,5025.427642345932,-157.2641635721806,-554.6476281640182,554.6476281640184,7500.0,0.0,12000.0,750.0,0.0,0.0
10.100000000000001,9462.410602795668,6919.027675629524,5080.972324370474,-151.51785293660475,-555.4468202454134,555.4468202454135,7575.000000000001,0.0,12000.0,750.0000000000091,0.0,0.0
10.200000000000001,9447.840533658637,6863.405229237163,5136.594770762835,-145.70069137030373,-556.2244639236104,556.2244639236105,7650.000000000001,0.0,12000.0,750.0,0.0,0.0
10.3,9433.859324308716,6807.707267940928,5192.29273205907,-139.81209349920354,-556.9796129623461,556.9796129623463,7725.000000000001,0.0,12000.0,750.0,0.0,0.0
10.4,9420.474174746207,6751.936138441925,5248.063861558073,-133.85149562510014,-557.711294990035,557.7112949900352,7800.0,0.0,12000.0,749.9999999999909,0.0,0.0
10.5,9407.692338985717,6696.094287314872,5303.905712685126,-127.81835760490104,-558.4185112705279,558.4185112705281,7875.0,0.0,12000.0,750.0,0.0,0.0
10.600000000000001,9395.521122504588,6640.184263663609,5359.815736336389,-121.71216481128297,-559.100236512627,559.1002365126271,7950.000000000001,0.0,12000.0,750.0000000000091,0.0,0.0
10.700000000000001,9383.967879487023,6584.20872179139,5415.791278208608,-115.53243017564927,-559.75541872219,559.7554187221901,8025.000000000001,0.0,12000.0,750.0,0.0,0.0
10.8,9373.040009855622,6528.1704238813045,5471.829576118694,-109.27869631401812,-560.3829791008594,560.3829791008595,8100.000000000001,0.0,12000.0,750.0,0.0,0.0
10.9,9362.744956082002,6472.07224268174,5527.927757318258,-102.95053773619192,-560.9818119956425,560.9818119956427,8175.0,0.0,12000.0,749.9999999999909,0.0,0.0
11.0,9353.090199768178,6415.917164191364,5584.082835808635,-96.54756313823806,-561.5507849037645,561.5507849037646,8250.0,0.0,12000.0,750.0,0.0,0.0
11.100000000000001,9344.083257990382,6359.708290337623,5640.291709662375,-90.06941777796382,-562.0887385374032,562.0887385374034,8325.000000000002,0.0,12000.0,750.0000000000182,0.0,0.0
11.200000000000001,9335.731679397113,6303.448841642313,5696.551158357685,-83.51578593267752,-562.5944869531015,562.5944869531016,8400.0,0.0,12000.0,749.9999999999818,0.0,0.0
11.3,9328.043040053302,6247.1421598672305,5752.857840132768,-76.88639343810145,-563.066817750825,563.066817750825,8475.0,0.0,12000.0,750.0,0.0,0.0
11.4,9321.024939022618,6190.79171063245,5809.208289367548,-70.18101030684649,-563.5044923478029,563.504492347803,8550.0,0.0,12000.0,750.0,0.0,0.0
11.5,9314.684993680185,6134.401085999206,5865.598914000792,-63.399453424336926,-563.9062463324445,563.9062463324448,8625.0,0.0,12000.0,750.0,0.0,0.0
11.600000000000001,9309.030834748231,6077.97400700883,5922.025992991168,-56.54158931953928,-564.2707899037574,564.2707899037575,8700.000000000002,0.0,12000.0,750.0000000000182,0.0,0.0
11.700000000000001,9304.070101047506,6021.514326168648,5978.48567383135,-49.607337007253264,-564.5968084018225,564.5968084018227,8775.0,0.0,12000.0,749.9999999999818,0.0,0.0
11.8,9299.810433957697,5965.02602987515,6034.973970124848,-42.596670898083374,-564.8829629349784,564.8829629349785,8850.0,0.0,12000.0,750.0,0.0,0.0
11.9,9296.259471580543,5908.513240764206,6091.486759235792,-35.509623771542884,-565.1278911094387,565.1278911094389,8925.0,0.0,12000.0,750.0,0.0,0.0
12.0,9293.424842599841,5851.980219977493,6148.019780022505,-28.346289807005803,-565.3302078671265,565.3302078671268,9000.0,0.0,12000.0,750.0,0.0,0.0
12.100000000000001,9291.314159833195,5795.431369333742,6204.5686306662565,-21.106827666465875,-565.4885064375128,565.488506437513,9075.000000000002,0.0,12000.0,750.0000000000182,0.0,0.0
12.200000000000001,9289.93501347097,5738.871233392818,6261.12876660718,-13.791463622252861,-565.601359409238,565.6013594092382,9150.0,0.0,12000.0,749.9999999999818,0.0,0.0
12.3,9289.29496399877,5682.3045014000945,6317.695498599904,-6.400494721998874,-565.6673199272313,565.6673199272316,9225.0,0.0,12000.0,750.0,0.0,0.0
12.4,9289.401534800541,5625.736009098,6374.263990901998,1.0657080177242524,-565.6849230209432,565.6849230209433,9300.0,0.0,12000.0,750.0,0.0,0.0
12.5,9290.262204440403,5569.170740391085,6430.829259608913,8.606696398616155,-565.6526870691512,565.6526870691513,9375.0,0.0,12000.0,750.0,0.0,0.0
12.600000000000001,9291.88439862232,5512.613828850424,6487.386171149574,16.22194181916907,-565.5691154066031,565.5691154066034,9450.000000000002,0.0,12000.0,750.0000000000182,0.0,0.0
12.700000000000001,9294.275481827915,5456.070559042675,6543.929440957323,23.910832055948088,-565.4326980774954,565.4326980774956,9525.0,0.0,12000.0,749.9999999999818,0.0,0.0
12.8,9297.442748633925,5399.5463676686295,6600.453632331369,31.672668060086483,-565.2419137404601,565.2419137404603,9600.0,0.0,12000.0,750.0,0.0,0.0
12.9,9301.39341471217,5343.046844495694,6656.953155504304,39.506660782464856,-564.9952317293568,564.9952317293569,9675.0,0.0,12000.0,750.0,0.0,0.0
13.0,9306.134607516378,5286.577733068325,6713.422266931673,47.411928042081634,-564.691114273694,564.6911142736942,9750.0,0.0,12000.0,750.0,0.0,0.0
13.100000000000001,9311.673356661693,5230.144931180127,6769.855068819871,55.38749145314449,-564.3280188819831,564.3280188819832,9825.000000000002,0.0,12000.0,750.0000000000182,0.0,0.0
13.200000000000001,9318.016584004437,5173.754491091056,6826.245508908943,63.43227342743515,-563.9044008907125,563.9044008907126,9900.0,0.0,12000.0,749.9999999999818,0.0,0.0
13.3,9325.171093431389,5117.4126194729615,6882.587380527037,71.54509426950632,-563.4187161809444,563.4187161809447,9975.0,0.0,12000.0,750.0,0.0,0.0
13.4,9333.143560369712,5061.125677066586,6938.874322933412,79.72466938322752,-562.8694240637586,562.8694240637589,10050.0,0.0,12000.0,750.0,0.0,0.0
13.5,9341.940521030627,5004.900178033095,6995.099821966904,87.96960660914073,-562.2549903349159,562.2549903349161,10125.0,0.0,12000.0,750.0,0.0,0.0
13.600000000000001,9351.568361401922,4948.742788983278,7051.25721101672,96.27840371294472,-561.5738904981637,561.5738904981638,10200.000000000002,0.0,12000.0,750.0000000000182,0.0,0.0
13.700000000000001,9362.033306006546,4892.66032766772,7107.3396723322785,104.64944604623345,-560.8246131555819,560.824613155582,10275.0,0.0,12000.0,749.9999999999818,0.0,0.0
13.8,9373.34140644668,4836.659761311495,7163.340238688504,113.0810044013296,-560.0056635622475,560.0056635622477,10350.0,0.0,12000.0,750.0,0.0,0.0
13.9,9385.498529754945,4780.748204577365,7219.251795422633,121.57123308265858,-559.1155673412974,559.1155673412976,10425.0,0.0,12000.0,750.0,0.0,0.0
14.0,9398.510346576706,4724.932917141946,7275.067082858052,130.11816821761334,-558.1528743541919,558.1528743541921,10500.0,0.0,12000.0,750.0,0.0,0.0
14.100000000000001,9412.382319209726,4669.221300869984,7330.7786991300145,138.7197263302084,-557.1161627196216,557.1161627196218,10575.000000000002,0.0,12000.0,750.0000000000182,0.0,0.0
14.200000000000001,9427.119689529829,4613.620896572676,7386.379103427322,147.37370320103312,-556.0040429730766,556.0040429730768,10650.0,0.0,12000.0,749.9999999999818,0.0,0.0
14.3,9442.727466833534,4558.139380336916,7441.860619663083,156.0777730370474,-554.8151623576069,554.8151623576073,10725.0,0.0,12000.0,750.0,0.0,0.0
14.4,9459.210415630994,4502.784559413439,7497.215440586559,164.82948797460767,-553.5482092347642,553.5482092347644,10800.0,0.0,12000.0,750.0,0.0,0.0
14.5,9476.57304342487,4447.564367653126,7552.435632346872,173.62627793876393,-552.2019176031223,552.2019176031224,10875.0,0.0,12000.0,750.0,0.0,0.0
14.600000000000001,9494.819588512999,4392.4868604821095,7607.513139517889,182.46545088128556,-550.7750717101713,550.7750717101717,10950.000000000002,0.0,12000.0,750.0000000000182,0.0,0.0
14.700000000000001,9513.954007854905,4337.560209407936,7662.439790592062,191.34419341907173,-549.2665107417367,549.2665107417369,11025.0,0.0,12000.0,749.9999999999818,0.0,0.0
14.8,9533.97996504426,4282.792696050791,7717.207303949207,200.2595718935495,-547.6751335714504,547.6751335714506,11100.0,0.0,12000.0,750.0,0.0,0.0
14.9,9554.900818431295,4228.192705695672,7771.807294304326,209.20853387034467,-545.9999035511914,545.9999035511916,11175.0,0.0,12000.0,750.0,0.0,0.0
15.0,9576.71960944099,4173.76872036349,7826.231279636509,218.18791009694826,-544.2398533218262,544.2398533218264,11250.0,0.0,12000.0,750.0,0.0,0.0
15.100000000000001,9599.439051134415,4119.529311401283,7880.470688598715,227.19441693424486,-542.3940896220702,542.3940896220703,11325.000000000002,0.0,12000.0,750.0000000000182,0.0,0.0
15.200000000000001,9623.06151706198,4065.4831315940987,7934.5168684059,236.22465927565432,-540.4617980718438,540.461798071844,11400.0,0.0,12000.0,749.9999999999818,0.0,0.0
15.3,9647.589030458506,4011.6389068035824,7988.361093196416,245.27513396525373,-538.4422479051615,538.4422479051617,11475.0,0.0,12000.0,750.0,0.0,0.0
15.4,9673.023253830863,3958.0054271409454,8041.994572859053,254.342233723573,-536.3347966263718,536.3347966263719,11550.0,0.0,12000.0,750.0,0.0,0.0
15.5,9699.36547898955,3904.591537684695,8095.408462315303,263.42225158686404,-534.1388945625035,534.1388945625038,11625.0,0.0,12000.0,750.0,0.0,0.0
15.600000000000001,9726.616617575795,3851.4061287563377,8148.593871243661,272.51138586246105,-531.8540892835745,531.8540892835746,11700.000000000002,0.0,12000.0,750.0000000000182,0.0,0.0
15.700000000000001,9754.777192135743,3798.458125770136,8201.541874229863,281.6057455994773,-529.4800298620158,529.480029862016,11775.0,0.0,12000.0,749.9999999999818,0.0,0.0
15.8,9783.847327792791,3745.7564786759476,8254.243521324051,290.7013565704871,-527.0164709418854,527.0164709418856,11850.0,0.0,12000.0,750.0,0.0,0.0
15.9,9813.826744568398,3693.3101510171186,8306.68984898288,299.7941677560694,-524.4632765882878,524.463276588288,11925.0,0.0,12000.0,750.0,0.0,0.0
16.0,9844.714750400415,3641.1281086283752,8358.871891371624,308.8800583201821,-521.8204238874331,521.8204238874333,12000.0,0.0,12000.0,750.0,0.0,0.0
16.1,9876.510234906447,3589.2193080015704,8410.780691998429,317.95484506031244,-519.0880062680473,519.0880062680474,12075.000000000002,0.0,12000.0,750.0000000000182,0.0,0.0
16.2,9909.211663937673,3537.5926843500292,8462.40731564997,327.0142903122497,-516.2662365154125,516.2662365154125,12150.0,0.0,12000.0,749.9999999999818,0.0,0.0
16.3,9942.817074966195,3486.2571394050105,8513.74286059499,336.05411028522633,-513.355449450186,513.355449450186,12225.0,0.0,12000.0,750.0,0.0,0.0
16.400000000000002,9977.3240733461,3435.2215289804785,8564.778471019521,345.06998379905855,-510.3561042453189,510.35610424531876,12300.000000000002,0.0,12000.0,750.0000000000182,0.0,0.0
